,ad_unit_id,site_id,ad_type_id,geo_id,device_category_id,os_id,monetization_channel_id,CPM_or_Reserve_price
63,5169,351,17,174,1,56,19,0
64,5169,351,17,169,1,56,19,0
65,5169,351,17,165,2,58,19,0
66,5169,351,17,165,1,56,19,0
67,5169,351,17,163,2,60,19,0
68,5169,351,17,145,1,56,19,0
69,5169,351,17,132,2,58,19,0
70,5169,351,17,132,1,56,19,0
71,5169,351,17,113,2,60,19,0
72,5169,351,17,90,1,56,19,0
73,5169,351,17,84,2,58,19,0
74,5169,351,17,73,1,56,19,0
75,5169,351,17,66,2,58,19,0
76,5169,351,17,59,3,59,19,0
77,5169,351,17,59,1,56,19,0
78,5169,351,17,50,2,58,19,0
79,5169,351,17,48,2,58,19,0
80,5169,351,17,46,1,56,19,0
81,5169,351,17,43,1,56,19,0
82,5169,351,17,35,1,56,19,0
83,5169,351,17,34,1,56,19,0
84,5169,351,17,24,2,58,19,0
85,5169,351,17,18,1,56,19,0
86,5169,351,17,11,2,60,19,0
87,5169,351,10,308,1,56,19,0
88,5169,351,10,212,3,59,19,0
89,5169,351,10,191,1,56,19,0
90,5169,351,10,188,2,60,19,0
91,5169,351,10,187,5,56,19,0
92,5169,351,10,187,3,59,19,0
93,5169,351,10,187,3,55,19,0
94,5169,351,10,187,2,60,19,50
95,5169,351,10,187,2,58,19,0
96,5169,351,10,187,2,57,19,0
97,5169,351,10,187,1,56,19,148
98,5169,351,10,183,3,59,19,0
99,5169,351,10,183,3,55,19,0
100,5169,351,10,183,2,60,19,0
101,5169,351,10,183,2,58,19,0
102,5169,351,10,183,1,56,19,0
103,5169,351,10,176,2,58,19,0
104,5169,351,10,176,1,56,19,0
105,5169,351,10,174,1,56,19,0
106,5169,351,10,173,3,59,19,0
107,5169,351,10,173,1,56,19,0
108,5169,351,10,171,3,59,19,0
109,5169,351,10,171,2,58,19,0
110,5169,351,10,171,1,56,19,0
111,5169,351,10,169,1,56,19,0
112,5169,351,10,168,3,59,19,0
113,5169,351,10,168,2,58,19,0
114,5169,351,10,165,3,59,19,0
115,5169,351,10,165,3,55,19,0
116,5169,351,10,165,2,60,19,0
117,5169,351,10,165,2,58,19,0
118,5169,351,10,165,1,56,19,0
119,5169,351,10,163,3,59,19,0
120,5169,351,10,163,3,55,19,0
121,5169,351,10,163,2,60,19,0
122,5169,351,10,163,2,58,19,0
123,5169,351,10,163,1,56,19,0
124,5169,351,10,162,2,58,19,0
125,5169,351,10,161,3,59,19,0
126,5169,351,10,160,1,56,19,0
127,5169,351,10,156,2,58,19,0
128,5169,351,10,154,2,58,19,0
129,5169,351,10,147,2,58,19,0
130,5169,351,10,147,1,56,19,0
131,5169,351,10,146,2,58,19,0
132,5169,351,10,146,1,56,19,0
133,5169,351,10,145,1,56,19,0
134,5169,351,10,144,2,58,19,0
135,5169,351,10,143,2,60,19,0
136,5169,351,10,143,2,58,19,0
137,5169,351,10,143,1,56,19,0
138,5169,351,10,142,2,58,19,0
139,5169,351,10,142,1,56,19,0
140,5169,351,10,140,3,59,19,0
141,5169,351,10,140,2,60,19,0
142,5169,351,10,140,2,58,19,0
143,5169,351,10,140,1,56,19,0
144,5169,351,10,139,2,60,19,0
145,5169,351,10,139,1,56,19,0
146,5169,351,10,135,2,60,19,0
147,5169,351,10,135,2,58,19,0
148,5169,351,10,135,1,56,19,0
149,5169,351,10,132,2,58,19,0
150,5169,351,10,132,1,56,19,0
151,5169,351,10,131,2,58,19,0
152,5169,351,10,129,3,59,19,0
153,5169,351,10,129,2,60,19,0
154,5169,351,10,129,2,58,19,0
155,5169,351,10,129,1,56,19,0
156,5169,351,10,122,3,59,19,0
157,5169,351,10,122,2,60,19,0
158,5169,351,10,122,2,58,19,0
159,5169,351,10,122,1,56,19,0
160,5169,351,10,113,3,59,19,0
161,5169,351,10,113,3,55,19,0
162,5169,351,10,113,2,60,19,0
163,5169,351,10,113,2,58,19,0
164,5169,351,10,113,2,57,19,0
165,5169,351,10,113,1,56,19,0
166,5169,351,10,112,1,56,19,0
167,5169,351,10,107,3,55,19,0
168,5169,351,10,107,2,58,19,0
169,5169,351,10,107,1,56,19,0
170,5169,351,10,102,2,58,19,0
171,5169,351,10,93,3,59,19,0
172,5169,351,10,92,2,60,19,0
173,5169,351,10,92,2,58,19,0
174,5169,351,10,92,1,56,19,0
175,5169,351,10,91,3,55,19,0
176,5169,351,10,90,1,56,19,0
177,5169,351,10,88,1,56,19,0
178,5169,351,10,85,3,59,19,0
179,5169,351,10,85,2,60,19,0
180,5169,351,10,85,2,58,19,0
181,5169,351,10,84,2,60,19,0
182,5169,351,10,84,2,58,19,0
183,5169,351,10,84,1,56,19,0
184,5169,351,10,83,3,59,19,0
185,5169,351,10,83,2,60,19,0
186,5169,351,10,83,2,58,19,0
187,5169,351,10,83,1,56,19,0
188,5169,351,10,80,3,59,19,0
189,5169,351,10,80,2,60,19,0
190,5169,351,10,80,2,58,19,0
191,5169,351,10,78,2,60,19,0
192,5169,351,10,77,2,60,19,0
193,5169,351,10,73,1,56,19,0
194,5169,351,10,72,1,56,19,0
195,5169,351,10,68,2,58,19,0
196,5169,351,10,68,1,56,19,0
197,5169,351,10,66,3,55,19,0
198,5169,351,10,66,2,60,19,0
199,5169,351,10,66,2,58,19,0
200,5169,351,10,66,1,56,19,0
201,5169,351,10,59,3,59,19,0
202,5169,351,10,59,2,60,19,0
203,5169,351,10,59,2,58,19,0
204,5169,351,10,59,1,56,19,0
205,5169,351,10,58,2,58,19,0
206,5169,351,10,55,2,58,19,0
207,5169,351,10,54,1,56,19,0
208,5169,351,10,51,3,59,19,0
209,5169,351,10,51,2,58,19,0
210,5169,351,10,50,2,58,19,0
211,5169,351,10,50,1,56,19,0
212,5169,351,10,48,2,60,19,0
213,5169,351,10,48,2,58,19,0
214,5169,351,10,46,1,56,19,0
215,5169,351,10,44,2,60,19,0
216,5169,351,10,43,2,58,19,0
217,5169,351,10,43,1,56,19,0
218,5169,351,10,38,2,60,19,0
219,5169,351,10,36,2,58,19,0
220,5169,351,10,36,1,56,19,0
221,5169,351,10,35,2,58,19,0
222,5169,351,10,35,1,56,19,0
223,5169,351,10,34,1,56,19,0
224,5169,351,10,33,3,59,19,0
225,5169,351,10,33,3,55,19,0
226,5169,351,10,33,2,60,19,0
227,5169,351,10,33,2,58,19,0
228,5169,351,10,33,1,56,19,0
229,5169,351,10,28,2,58,19,0
230,5169,351,10,27,1,56,19,0
231,5169,351,10,25,2,58,19,0
232,5169,351,10,24,2,60,19,0
233,5169,351,10,24,2,58,19,0
234,5169,351,10,24,1,56,19,0
235,5169,351,10,18,2,58,19,0
236,5169,351,10,18,1,56,19,0
237,5169,351,10,14,1,56,19,0
238,5169,351,10,12,1,56,19,0
239,5169,351,10,11,3,59,19,0
240,5169,351,10,11,3,55,19,0
241,5169,351,10,11,2,60,19,0
242,5169,351,10,11,2,58,19,0
243,5169,351,10,11,1,56,19,0
244,5169,351,10,10,2,60,19,0
245,5169,351,10,10,2,58,19,0
246,5169,351,10,10,1,56,19,0
247,5169,351,10,1,2,58,19,0
248,5169,351,10,1,1,56,19,0
249,5177,351,10,187,3,59,4,172.1532
250,5177,351,10,187,3,55,4,302.57144
251,5177,351,10,187,2,58,4,282.04288
252,5177,351,10,187,1,56,4,155.24
253,5177,351,10,173,3,59,4,20
254,5177,351,10,33,3,59,4,48.96855
255,5177,351,10,183,3,59,4,57.403847
256,5177,351,10,165,3,55,4,36.666668
257,5177,351,10,33,3,55,4,196.41026
258,5177,351,10,24,1,56,4,27.619047
259,5177,351,10,11,3,59,4,22.6
260,5177,351,10,11,3,55,4,137.14285
261,5177,351,10,59,3,59,4,37.333332
262,5177,351,10,166,3,55,4,100
263,5177,351,10,187,3,59,19,144.51352
264,5177,351,10,187,3,55,19,253.87291
265,5177,351,10,187,2,58,19,517.8909
266,5177,351,10,187,1,56,19,148.89056
267,5177,351,10,183,3,59,19,118.13055
268,5177,351,10,183,3,55,19,139.65686
269,5177,351,10,183,1,56,19,40.190475
270,5177,351,10,168,3,59,19,17.5
271,5177,351,10,165,3,59,19,14
272,5177,351,10,163,3,59,19,31.769785
273,5177,351,10,163,3,55,19,65.828575
274,5177,351,10,147,3,59,19,12.857142
275,5177,351,10,129,3,59,19,87.71587
276,5177,351,10,122,3,59,19,28.150375
277,5177,351,10,122,3,55,19,70
278,5177,351,10,113,3,59,19,25.820225
279,5177,351,10,107,3,55,19,47.5
280,5177,351,10,88,3,59,19,28.181818
281,5177,351,10,80,3,59,19,3.75
282,5177,351,10,59,3,59,19,9.214286
283,5177,351,10,51,3,59,19,20
284,5177,351,10,33,3,59,19,88.70133
285,5177,351,10,33,3,55,19,164.27484
286,5177,351,10,11,3,59,19,165.86716
287,5177,351,10,11,3,55,19,125.24272
288,5177,351,10,11,1,56,19,109.578766
289,5177,351,10,212,3,59,19,0
290,5177,351,10,171,3,59,19,43.076923
291,5177,351,10,169,3,59,19,60
292,5177,351,10,165,3,55,19,38.48414
293,5177,351,10,163,2,58,19,20
294,5177,351,10,147,1,56,19,0
295,5177,351,10,143,3,59,19,6.428571
296,5177,351,10,142,3,59,19,24.642857
297,5177,351,10,140,3,59,19,5.76
298,5177,351,10,129,3,55,19,175.14285
299,5177,351,10,122,2,58,19,0
300,5177,351,10,113,3,55,19,36.705883
301,5177,351,10,85,3,59,19,24.057972
302,5177,351,10,83,3,59,19,36.57895
303,5177,351,10,66,3,55,19,76.25
304,5177,351,10,59,3,55,19,87.940155
305,5177,351,10,45,3,59,19,0
306,5177,351,10,33,1,56,19,163.0303
307,5177,351,10,24,1,56,19,22.5
308,5177,351,10,2,3,59,19,1.3333334
309,5177,351,10,129,1,56,4,204.07529
310,5177,351,10,66,3,55,4,51.349083
311,5177,351,10,173,3,59,19,6.5325575
312,5177,351,10,166,3,55,19,0
313,5177,351,10,129,1,56,19,130
314,5173,351,10,187,3,59,4,156.36108
315,5173,351,10,187,2,58,4,334.73117
316,5173,351,10,187,1,56,4,67.34694
317,5173,351,10,183,3,59,4,42.09607
318,5173,351,10,183,1,56,4,7.7288136
319,5173,351,10,168,3,59,4,15.272727
320,5173,351,10,147,3,59,4,1.6363636
321,5173,351,10,129,3,59,4,51.22807
322,5173,351,10,59,3,59,4,83.333336
323,5173,351,10,33,3,59,4,30.279104
324,5173,351,10,33,3,55,4,248.7931
325,5173,351,10,24,1,56,4,18.35564
326,5173,351,10,11,3,59,4,12.343949
327,5173,351,10,187,3,55,4,336.7381
328,5173,351,10,173,3,59,4,50
329,5173,351,10,165,3,55,4,48
330,5173,351,10,166,3,55,4,100
331,5173,351,10,187,3,59,19,219.56058
332,5173,351,10,187,3,55,19,232.87032
333,5173,351,10,187,2,58,19,478.23172
334,5173,351,10,187,1,56,19,138.50505
335,5173,351,10,183,3,59,19,92.04057
336,5173,351,10,183,3,55,19,156.04546
337,5173,351,10,183,1,56,19,57.163635
338,5173,351,10,173,3,59,19,28.75
339,5173,351,10,168,3,59,19,25.531916
340,5173,351,10,165,3,59,19,13.513514
341,5173,351,10,165,3,55,19,16.363636
342,5173,351,10,163,3,59,19,37.267605
343,5173,351,10,163,3,55,19,81.78441
344,5173,351,10,163,2,58,19,61.666668
345,5173,351,10,147,3,59,19,15
346,5173,351,10,147,1,56,19,0
347,5173,351,10,140,3,59,19,6.72
348,5173,351,10,129,3,59,19,92.41558
349,5173,351,10,129,3,55,19,226.57143
350,5173,351,10,129,1,56,19,205
351,5173,351,10,122,3,59,19,38.959976
352,5173,351,10,113,3,59,19,30.886076
353,5173,351,10,107,3,55,19,37.5
354,5173,351,10,88,3,59,19,26.428572
355,5173,351,10,85,3,59,19,28
356,5173,351,10,80,3,59,19,7.1792264
357,5173,351,10,66,3,55,19,47.5
358,5173,351,10,59,3,59,19,9.355932
359,5173,351,10,51,3,59,19,15.6
360,5173,351,10,45,3,59,19,0
361,5173,351,10,33,3,59,19,117.744545
362,5173,351,10,33,3,55,19,174.86598
363,5173,351,10,11,3,59,19,122.418846
364,5173,351,10,11,3,55,19,146.00317
365,5173,351,10,11,1,56,19,156.81818
366,5173,351,10,2,3,59,19,26.25
367,5173,351,10,212,3,59,19,0
368,5173,351,10,171,3,59,19,17.857143
369,5173,351,10,169,3,59,19,70.90909
370,5173,351,10,143,3,59,19,2.5714285
371,5173,351,10,142,3,59,19,18.77193
372,5173,351,10,122,3,55,19,93.68421
373,5173,351,10,122,2,58,19,0
374,5173,351,10,113,3,55,19,61.363636
375,5173,351,10,83,3,59,19,27.105263
376,5173,351,10,59,3,55,19,137.18622
377,5173,351,10,33,1,56,19,208.26086
378,5173,351,10,24,1,56,19,30
379,5173,351,10,66,3,55,4,130
380,5173,351,10,166,3,55,19,0
381,5172,351,10,187,2,58,4,242.85715
382,5172,351,10,187,1,56,4,42.653465
383,5172,351,10,183,1,56,4,13.777778
384,5172,351,10,147,3,59,4,0
385,5172,351,10,24,1,56,4,9.714286
386,5172,351,10,187,3,59,4,317.27274
387,5172,351,10,187,3,55,4,477.22223
388,5172,351,10,187,3,59,19,211.3281
389,5172,351,10,187,3,55,19,521.97864
390,5172,351,10,187,2,58,19,155.41667
391,5172,351,10,187,1,56,19,112.09091
392,5172,351,10,183,3,59,19,108.793106
393,5172,351,10,183,3,55,19,147.5
394,5172,351,10,183,1,56,19,29.454546
395,5172,351,10,169,3,59,19,123.333336
396,5172,351,10,168,3,59,19,160
397,5172,351,10,166,3,55,19,0
398,5172,351,10,163,3,59,19,0
399,5172,351,10,147,3,59,19,0
400,5172,351,10,143,3,59,19,0
401,5172,351,10,140,3,59,19,0
402,5172,351,10,129,3,59,19,70
403,5172,351,10,122,3,59,19,0
404,5172,351,10,113,3,59,19,928.3333
405,5172,351,10,80,3,59,19,0
406,5172,351,10,66,3,55,19,0
407,5172,351,10,59,3,59,19,0
408,5172,351,10,51,3,59,19,0
409,5172,351,10,33,3,59,19,1597.9535
410,5172,351,10,33,3,55,19,143.07692
411,5172,351,10,11,3,59,19,132.98361
412,5172,351,10,11,3,55,19,52.615383
413,5172,351,10,2,3,59,19,5
414,5172,351,10,212,3,59,19,0
415,5172,351,10,171,3,59,19,0
416,5172,351,10,165,3,59,19,0
417,5172,351,10,163,3,55,19,0
418,5172,351,10,163,2,58,19,0
419,5172,351,10,142,3,59,19,15.555555
420,5172,351,10,129,3,55,19,0
421,5172,351,10,122,3,55,19,0
422,5172,351,10,122,2,58,19,0
423,5172,351,10,107,3,55,19,0
424,5172,351,10,88,3,59,19,0
425,5172,351,10,85,3,59,19,116.666664
426,5172,351,10,83,3,59,19,0
427,5172,351,10,59,3,55,19,0
428,5172,351,10,33,1,56,19,324.25787
429,5172,351,10,24,1,56,19,56.666668
430,5172,351,10,11,1,56,19,12
431,5172,351,10,173,3,59,19,0
432,5172,351,10,165,3,55,19,0
433,5172,351,10,147,1,56,19,0
434,5172,351,10,129,1,56,19,0
435,5172,351,10,113,3,55,19,26
436,5172,351,10,45,3,59,19,0
437,5169,351,10,187,1,56,1,200.8772
438,5180,351,10,306,2,57,19,0
439,5180,351,10,305,2,58,19,0
440,5180,351,10,190,2,58,19,0
441,5180,351,10,187,3,55,19,0
442,5180,351,10,187,2,60,19,0
443,5180,351,10,187,2,58,19,0
444,5180,351,10,187,2,57,19,0
445,5180,351,10,187,1,56,19,0
446,5180,351,10,186,2,58,19,0
447,5180,351,10,183,3,55,19,0
448,5180,351,10,183,2,60,19,0
449,5180,351,10,183,2,58,19,0
450,5180,351,10,176,2,58,19,0
451,5180,351,10,174,2,60,19,0
452,5180,351,10,171,2,58,19,0
453,5180,351,10,169,2,60,19,0
454,5180,351,10,168,2,60,19,0
455,5180,351,10,168,2,58,19,0
456,5180,351,10,165,2,60,19,0
457,5180,351,10,165,2,58,19,0
458,5180,351,10,164,2,60,19,0
459,5180,351,10,163,3,55,19,0
460,5180,351,10,163,2,58,19,160
461,5180,351,10,161,2,58,19,0
462,5180,351,10,156,2,58,19,0
463,5180,351,10,147,2,58,19,0
464,5180,351,10,146,2,58,19,0
465,5180,351,10,143,2,58,19,0
466,5180,351,10,141,2,60,19,0
467,5180,351,10,141,2,58,19,0
468,5180,351,10,140,2,60,19,0
469,5180,351,10,140,2,58,19,0
470,5180,351,10,139,2,58,19,0
471,5180,351,10,135,2,58,19,0
472,5180,351,10,132,2,58,19,0
473,5180,351,10,131,2,58,19,0
474,5180,351,10,131,2,57,19,0
475,5180,351,10,129,2,58,19,0
476,5180,351,10,128,2,58,19,0
477,5180,351,10,122,2,58,19,0
478,5180,351,10,117,2,58,19,0
479,5180,351,10,113,2,60,19,0
480,5180,351,10,113,2,58,19,0
481,5180,351,10,107,2,58,19,0
482,5180,351,10,93,2,60,19,0
483,5180,351,10,92,2,60,19,0
484,5180,351,10,92,2,58,19,0
485,5180,351,10,91,2,57,19,0
486,5180,351,10,88,2,60,19,0
487,5180,351,10,85,2,60,19,0
488,5180,351,10,85,2,58,19,0
489,5180,351,10,84,2,58,19,0
490,5180,351,10,83,2,60,19,0
491,5180,351,10,83,2,58,19,0
492,5180,351,10,80,2,60,19,0
493,5180,351,10,80,2,58,19,0
494,5180,351,10,80,2,57,19,0
495,5180,351,10,79,2,60,19,0
496,5180,351,10,77,2,60,19,0
497,5180,351,10,75,2,58,19,0
498,5180,351,10,68,2,58,19,0
499,5180,351,10,67,2,58,19,0
500,5180,351,10,66,2,60,19,0
501,5180,351,10,66,2,58,19,0
502,5180,351,10,59,2,60,19,0
503,5180,351,10,55,2,58,19,0
504,5180,351,10,50,2,60,19,0
505,5180,351,10,50,2,58,19,0
506,5180,351,10,48,2,58,19,0
507,5180,351,10,46,2,58,19,0
508,5180,351,10,44,2,60,19,0
509,5180,351,10,44,2,58,19,0
510,5180,351,10,38,2,58,19,0
511,5180,351,10,37,2,60,19,0
512,5180,351,10,36,2,58,19,0
513,5180,351,10,35,2,58,19,0
514,5180,351,10,34,2,60,19,0
515,5180,351,10,33,3,55,19,0
516,5180,351,10,33,2,60,19,0
517,5180,351,10,33,2,58,19,0
518,5180,351,10,28,2,58,19,0
519,5180,351,10,26,2,60,19,0
520,5180,351,10,24,2,60,19,0
521,5180,351,10,24,2,58,19,0
522,5180,351,10,22,2,58,19,0
523,5180,351,10,18,2,58,19,0
524,5180,351,10,15,2,58,19,0
525,5180,351,10,13,2,58,19,0
526,5180,351,10,11,3,55,19,0
527,5180,351,10,11,2,60,19,0
528,5180,351,10,11,2,58,19,0
529,5180,351,10,10,2,60,19,0
530,5180,351,10,10,2,58,19,0
531,5180,351,10,7,2,60,19,0
532,5180,351,10,1,2,58,19,0
533,5180,351,10,306,2,58,19,0
534,5180,351,10,163,2,60,19,0
535,5180,351,10,163,1,56,19,0
536,5180,351,10,162,2,58,19,0
537,5180,351,10,142,2,58,19,0
538,5180,351,10,87,2,58,19,0
539,5180,351,10,59,2,58,19,0
540,5180,351,10,58,2,58,19,0
541,5180,351,10,43,2,58,19,0
542,5180,351,10,189,2,58,19,0
543,5180,351,10,188,2,60,19,0
544,5180,351,10,180,2,58,19,0
545,5180,351,10,179,2,58,19,30
546,5180,351,10,176,2,60,19,0
547,5180,351,10,174,3,55,19,0
548,5180,351,10,174,2,58,19,0
549,5180,351,10,173,2,58,19,0
550,5180,351,10,171,3,55,19,0
551,5180,351,10,160,2,60,19,0
552,5180,351,10,160,2,58,19,0
553,5180,351,10,158,2,60,19,0
554,5180,351,10,158,2,58,19,0
555,5180,351,10,154,2,60,19,0
556,5180,351,10,144,2,58,19,0
557,5180,351,10,143,2,60,19,0
558,5180,351,10,139,2,60,19,0
559,5180,351,10,138,2,58,19,0
560,5180,351,10,135,2,60,19,0
561,5180,351,10,134,2,58,19,0
562,5180,351,10,129,2,60,19,0
563,5180,351,10,122,2,60,19,0
564,5180,351,10,121,2,58,19,0
565,5180,351,10,113,2,57,19,0
566,5180,351,10,102,2,58,19,0
567,5180,351,10,88,2,58,19,0
568,5180,351,10,84,2,60,19,0
569,5180,351,10,82,2,60,19,0
570,5180,351,10,81,2,58,19,0
571,5180,351,10,80,3,55,19,0
572,5180,351,10,78,2,60,19,0
573,5180,351,10,77,2,58,19,0
574,5180,351,10,51,2,58,19,0
575,5180,351,10,45,2,58,19,0
576,5180,351,10,43,2,60,19,0
577,5180,351,10,38,2,60,19,0
578,5180,351,10,36,3,55,19,0
579,5180,351,10,36,2,60,19,0
580,5180,351,10,33,1,56,19,0
581,5180,351,10,30,2,58,19,0
582,5180,351,10,28,2,60,19,0
583,5180,351,10,25,2,58,19,0
584,5180,351,10,18,2,60,19,0
585,5180,351,10,4,2,58,19,0
586,5174,351,10,80,2,60,4,140
587,5174,351,10,33,2,60,4,86.42857
588,5174,351,10,33,2,58,4,327
589,5174,351,10,190,2,58,19,0
590,5174,351,10,188,2,60,19,0
591,5174,351,10,187,3,55,19,357.54028
592,5174,351,10,187,2,60,19,233.01129
593,5174,351,10,187,2,58,19,692.0452
594,5174,351,10,187,1,56,19,189.6
595,5174,351,10,186,2,58,19,50.4
596,5174,351,10,183,3,55,19,146.66667
597,5174,351,10,183,2,60,19,45.30612
598,5174,351,10,183,2,58,19,815.9091
599,5174,351,10,179,2,58,19,0
600,5174,351,10,176,2,58,19,0
601,5174,351,10,174,2,60,19,0
602,5174,351,10,173,2,58,19,108
603,5174,351,10,171,3,55,19,0
604,5174,351,10,171,2,58,19,0
605,5174,351,10,169,2,60,19,0
606,5174,351,10,168,2,60,19,28.571428
607,5174,351,10,168,2,58,19,0
608,5174,351,10,165,2,60,19,44
609,5174,351,10,165,2,58,19,137
610,5174,351,10,163,2,60,19,0
611,5174,351,10,163,2,58,19,80.416664
612,5174,351,10,158,2,60,19,0
613,5174,351,10,156,2,58,19,150
614,5174,351,10,147,2,58,19,124
615,5174,351,10,146,2,58,19,118
616,5174,351,10,143,2,60,19,0
617,5174,351,10,143,2,58,19,217.41927
618,5174,351,10,142,2,58,19,0
619,5174,351,10,141,2,60,19,0
620,5174,351,10,141,2,58,19,35
621,5174,351,10,140,2,58,19,63.75
622,5174,351,10,138,2,58,19,0
623,5174,351,10,135,2,58,19,192
624,5174,351,10,132,2,58,19,108
625,5174,351,10,131,2,58,19,287.5
626,5174,351,10,131,2,57,19,0
627,5174,351,10,129,2,58,19,0
628,5174,351,10,122,2,60,19,0
629,5174,351,10,122,2,58,19,126.666664
630,5174,351,10,121,2,58,19,346.66666
631,5174,351,10,117,2,58,19,33
632,5174,351,10,113,2,60,19,23.333334
633,5174,351,10,113,2,58,19,113.478264
634,5174,351,10,93,2,60,19,0
635,5174,351,10,92,2,60,19,0
636,5174,351,10,92,2,58,19,0
637,5174,351,10,88,2,58,19,0
638,5174,351,10,85,2,60,19,65
639,5174,351,10,85,2,58,19,0
640,5174,351,10,84,2,58,19,4635
641,5174,351,10,83,2,58,19,370
642,5174,351,10,80,3,55,19,0
643,5174,351,10,80,2,60,19,61.86049
644,5174,351,10,80,2,58,19,147.81818
645,5174,351,10,80,2,57,19,0
646,5174,351,10,78,2,60,19,0
647,5174,351,10,68,2,58,19,0
648,5174,351,10,66,2,58,19,76.666664
649,5174,351,10,59,2,60,19,0
650,5174,351,10,59,2,58,19,0
651,5174,351,10,48,2,58,19,200
652,5174,351,10,45,2,58,19,5960
653,5174,351,10,43,2,60,19,0
654,5174,351,10,38,2,58,19,0
655,5174,351,10,36,2,60,19,0
656,5174,351,10,36,2,58,19,37.39006
657,5174,351,10,35,2,58,19,100
658,5174,351,10,33,3,55,19,144.54546
659,5174,351,10,33,2,60,19,88.85498
660,5174,351,10,33,2,58,19,678.0513
661,5174,351,10,28,2,60,19,0
662,5174,351,10,26,2,60,19,0
663,5174,351,10,24,2,58,19,48.413338
664,5174,351,10,18,2,60,19,0
665,5174,351,10,18,2,58,19,167.5
666,5174,351,10,15,2,58,19,43.72375
667,5174,351,10,11,2,60,19,73.31086
668,5174,351,10,11,2,58,19,393.0986
669,5174,351,10,10,2,60,19,0
670,5174,351,10,10,2,58,19,6
671,5174,351,10,7,2,60,19,0
672,5174,351,10,1,2,58,19,112.5
673,5174,351,10,306,2,58,19,0
674,5174,351,10,187,2,57,19,700
675,5174,351,10,174,3,55,19,0
676,5174,351,10,174,2,58,19,0
677,5174,351,10,163,1,56,19,0
678,5174,351,10,162,2,58,19,2388
679,5174,351,10,161,2,58,19,0
680,5174,351,10,158,2,58,19,0
681,5174,351,10,147,2,60,19,0
682,5174,351,10,140,2,60,19,0
683,5174,351,10,139,2,60,19,0
684,5174,351,10,129,2,60,19,90
685,5174,351,10,128,2,58,19,0
686,5174,351,10,107,2,58,19,0
687,5174,351,10,87,2,58,19,0
688,5174,351,10,81,2,58,19,87.5
689,5174,351,10,80,4,58,19,0
690,5174,351,10,77,2,58,19,0
691,5174,351,10,58,2,58,19,0
692,5174,351,10,55,2,58,19,0
693,5174,351,10,51,2,58,19,0
694,5174,351,10,46,2,58,19,0
695,5174,351,10,43,2,58,19,52
696,5174,351,10,38,2,60,19,0
697,5174,351,10,37,2,60,19,0
698,5174,351,10,24,2,60,19,0
699,5174,351,10,306,2,57,19,0
700,5174,351,10,305,2,58,19,0
701,5174,351,10,193,2,58,19,0
702,5174,351,10,189,2,58,19,0
703,5174,351,10,180,2,58,19,0
704,5174,351,10,176,2,60,19,0
